Time[s], SCK, MOSI, MISO, nCS FPGA, nCS Flash, nCS Radio
0.003513750000000, 1, 0, 0, 1, 0, 1
0.003514150000000, 0, 0, 0, 1, 0, 1
0.003514550000000, 1, 0, 0, 1, 0, 1
0.003514950000000, 0, 0, 0, 1, 0, 1
0.003515350000000, 1, 0, 0, 1, 0, 1
0.003515775000000, 0, 0, 1, 1, 0, 1
0.003516175000000, 1, 0, 1, 1, 0, 1
0.003516575000000, 0, 0, 1, 1, 0, 1
0.003516975000000, 1, 0, 1, 1, 0, 1
0.003517375000000, 0, 0, 1, 1, 0, 1
0.003517775000000, 1, 0, 1, 1, 0, 1
0.003518175000000, 0, 0, 1, 1, 0, 1
0.003518575000000, 1, 0, 1, 1, 0, 1
0.003518975000000, 0, 0, 1, 1, 0, 1
0.003519375000000, 1, 0, 1, 1, 0, 1
0.003519800000000, 0, 0, 1, 1, 0, 1
0.003520200000000, 1, 0, 1, 1, 0, 1
0.003520600000000, 0, 0, 1, 1, 0, 1
0.003521000000000, 1, 0, 1, 1, 0, 1
0.003521400000000, 0, 0, 1, 1, 0, 1
0.003521800000000, 1, 0, 1, 1, 0, 1
0.003522200000000, 0, 0, 0, 1, 0, 1
0.003522600000000, 1, 0, 0, 1, 0, 1
0.003523000000000, 0, 0, 0, 1, 0, 1
0.003523400000000, 1, 0, 0, 1, 0, 1
0.003523800000000, 0, 0, 0, 1, 0, 1
0.003524200000000, 1, 0, 0, 1, 0, 1
0.003524625000000, 0, 0, 0, 1, 0, 1
0.003525025000000, 1, 0, 0, 1, 0, 1
0.003525425000000, 0, 0, 0, 1, 0, 1
0.003525825000000, 1, 0, 0, 1, 0, 1
0.003526225000000, 0, 0, 0, 1, 0, 1
0.003526625000000, 1, 0, 0, 1, 0, 1
0.003527025000000, 0, 0, 0, 1, 0, 1
0.003527425000000, 1, 0, 0, 1, 0, 1
0.003527825000000, 0, 0, 0, 1, 0, 1
0.003528225000000, 1, 0, 0, 1, 0, 1
0.003528650000000, 0, 0, 1, 1, 0, 1
0.003529050000000, 1, 0, 1, 1, 0, 1
0.003529450000000, 0, 0, 1, 1, 0, 1
0.003529850000000, 1, 0, 1, 1, 0, 1
0.003530250000000, 0, 0, 1, 1, 0, 1
0.003530650000000, 1, 0, 1, 1, 0, 1
0.003531050000000, 0, 0, 1, 1, 0, 1
0.003531450000000, 1, 0, 1, 1, 0, 1
0.003531850000000, 0, 0, 1, 1, 0, 1
0.003532250000000, 1, 0, 1, 1, 0, 1
0.003532650000000, 0, 0, 1, 1, 0, 1
0.003533050000000, 1, 0, 1, 1, 0, 1
0.003533475000000, 0, 0, 1, 1, 0, 1
0.003533875000000, 1, 0, 1, 1, 0, 1
0.003534275000000, 0, 0, 1, 1, 0, 1
0.003534675000000, 1, 0, 1, 1, 0, 1
0.003535075000000, 0, 0, 0, 1, 0, 1
0.003535475000000, 1, 0, 0, 1, 0, 1
0.003535875000000, 0, 0, 0, 1, 0, 1
0.003536275000000, 1, 0, 0, 1, 0, 1
0.003536675000000, 0, 0, 0, 1, 0, 1
0.003537075000000, 1, 0, 0, 1, 0, 1
0.003537475000000, 0, 0, 0, 1, 0, 1
0.003537875000000, 1, 0, 0, 1, 0, 1
0.003538300000000, 0, 0, 0, 1, 0, 1
0.003538700000000, 1, 0, 0, 1, 0, 1
0.003539100000000, 0, 0, 0, 1, 0, 1
0.003539500000000, 1, 0, 0, 1, 0, 1
0.003539900000000, 0, 0, 0, 1, 0, 1
0.003540300000000, 1, 0, 0, 1, 0, 1
0.003540700000000, 0, 0, 0, 1, 0, 1
0.003541100000000, 1, 0, 0, 1, 0, 1
0.003541500000000, 0, 0, 0, 1, 0, 1
0.003541900000000, 1, 0, 0, 1, 0, 1
0.003542300000000, 0, 0, 0, 1, 0, 1
0.003542700000000, 1, 0, 0, 1, 0, 1
0.003543125000000, 0, 0, 0, 1, 0, 1
0.003543525000000, 1, 0, 0, 1, 0, 1
0.003543925000000, 0, 0, 0, 1, 0, 1
0.003544325000000, 1, 0, 0, 1, 0, 1
0.003544725000000, 0, 0, 0, 1, 0, 1
0.003545125000000, 1, 0, 0, 1, 0, 1
0.003545525000000, 0, 0, 0, 1, 0, 1
0.003545925000000, 1, 0, 0, 1, 0, 1
0.003546325000000, 0, 0, 0, 1, 0, 1
0.003546725000000, 1, 0, 0, 1, 0, 1
0.003547125000000, 0, 0, 0, 1, 0, 1
0.003547525000000, 1, 0, 0, 1, 0, 1
0.003547950000000, 0, 0, 0, 1, 0, 1
0.003548350000000, 1, 0, 0, 1, 0, 1
0.003548750000000, 0, 0, 0, 1, 0, 1
0.003549150000000, 1, 0, 0, 1, 0, 1
0.003549550000000, 0, 0, 0, 1, 0, 1
0.003549950000000, 1, 0, 0, 1, 0, 1
0.003550350000000, 0, 0, 0, 1, 0, 1
0.003550750000000, 1, 0, 0, 1, 0, 1
0.003551150000000, 0, 0, 0, 1, 0, 1
0.003551550000000, 1, 0, 0, 1, 0, 1
0.003551950000000, 0, 0, 0, 1, 0, 1
0.003552350000000, 1, 0, 0, 1, 0, 1
0.003552775000000, 0, 0, 0, 1, 0, 1
0.003553175000000, 1, 0, 0, 1, 0, 1
0.003553575000000, 0, 0, 0, 1, 0, 1
0.003553975000000, 1, 0, 0, 1, 0, 1
0.003554375000000, 0, 0, 0, 1, 0, 1
0.003554775000000, 1, 0, 0, 1, 0, 1
0.003555175000000, 0, 0, 0, 1, 0, 1
0.003555575000000, 1, 0, 0, 1, 0, 1
0.003555975000000, 0, 0, 0, 1, 0, 1
0.003556375000000, 1, 0, 0, 1, 0, 1
0.003556775000000, 0, 0, 1, 1, 0, 1
0.003557175000000, 1, 0, 1, 1, 0, 1
0.003557600000000, 0, 0, 0, 1, 0, 1
0.003557975000000, 1, 0, 0, 1, 0, 1
0.003558400000000, 0, 0, 1, 1, 0, 1
0.003558800000000, 1, 0, 1, 1, 0, 1
0.003559200000000, 0, 0, 1, 1, 0, 1
0.003559600000000, 1, 0, 1, 1, 0, 1
0.003560000000000, 0, 0, 0, 1, 0, 1
0.003560400000000, 1, 0, 0, 1, 0, 1
0.003560800000000, 0, 0, 0, 1, 0, 1
0.003561200000000, 1, 0, 0, 1, 0, 1
0.003561600000000, 0, 0, 0, 1, 0, 1
0.003562000000000, 1, 0, 0, 1, 0, 1
0.003562400000000, 0, 0, 0, 1, 0, 1
0.003562800000000, 1, 0, 0, 1, 0, 1
0.003563225000000, 0, 0, 1, 1, 0, 1
0.003563625000000, 1, 0, 1, 1, 0, 1
0.003564025000000, 0, 0, 0, 1, 0, 1
0.003564425000000, 1, 0, 0, 1, 0, 1
0.003564825000000, 0, 0, 0, 1, 0, 1
0.003565225000000, 1, 0, 0, 1, 0, 1
0.003565625000000, 0, 0, 0, 1, 0, 1
0.003566025000000, 1, 0, 0, 1, 0, 1
0.003566425000000, 0, 0, 0, 1, 0, 1
0.003566825000000, 1, 0, 0, 1, 0, 1
0.003567225000000, 0, 0, 0, 1, 0, 1
0.003567625000000, 1, 0, 0, 1, 0, 1
0.003568050000000, 0, 0, 0, 1, 0, 1
0.003568450000000, 1, 0, 0, 1, 0, 1
0.003568850000000, 0, 0, 0, 1, 0, 1
0.003569250000000, 1, 0, 0, 1, 0, 1
0.003569650000000, 0, 0, 0, 1, 0, 1
0.003570050000000, 1, 0, 0, 1, 0, 1
0.003570450000000, 0, 0, 0, 1, 0, 1
0.003570850000000, 1, 0, 0, 1, 0, 1
0.003571250000000, 0, 0, 0, 1, 0, 1
0.003571650000000, 1, 0, 0, 1, 0, 1
0.003572050000000, 0, 0, 0, 1, 0, 1
0.003572450000000, 1, 0, 0, 1, 0, 1
0.003572850000000, 0, 0, 0, 1, 0, 1
0.003573250000000, 1, 0, 0, 1, 0, 1
0.003573675000000, 0, 0, 1, 1, 0, 1
0.003574075000000, 1, 0, 1, 1, 0, 1
0.003574475000000, 0, 0, 1, 1, 0, 1
0.003574875000000, 1, 0, 1, 1, 0, 1
0.003575275000000, 0, 0, 0, 1, 0, 1
0.003575675000000, 1, 0, 0, 1, 0, 1
0.003576075000000, 0, 0, 0, 1, 0, 1
0.003576475000000, 1, 0, 0, 1, 0, 1
0.003576875000000, 0, 0, 0, 1, 0, 1
0.003577275000000, 1, 0, 0, 1, 0, 1
0.003577675000000, 0, 0, 1, 1, 0, 1
0.003578075000000, 1, 0, 1, 1, 0, 1
0.003578475000000, 0, 0, 1, 1, 0, 1
0.003578875000000, 1, 0, 1, 1, 0, 1
0.003579300000000, 0, 0, 1, 1, 0, 1
0.003579700000000, 1, 0, 1, 1, 0, 1
0.003580100000000, 0, 0, 0, 1, 0, 1
0.003580500000000, 1, 0, 0, 1, 0, 1
0.003580900000000, 0, 0, 0, 1, 0, 1
0.003581300000000, 1, 0, 0, 1, 0, 1
0.003581700000000, 0, 0, 1, 1, 0, 1
0.003582100000000, 1, 0, 1, 1, 0, 1
0.003582500000000, 0, 0, 0, 1, 0, 1
0.003582900000000, 1, 0, 0, 1, 0, 1
0.003583300000000, 0, 0, 0, 1, 0, 1
0.003583700000000, 1, 0, 0, 1, 0, 1
0.003584100000000, 0, 0, 0, 1, 0, 1
0.003584125000000, 0, 0, 1, 1, 0, 1
0.003584500000000, 1, 0, 1, 1, 0, 1
0.003584925000000, 0, 0, 1, 1, 0, 1
0.003585325000000, 1, 0, 1, 1, 0, 1
0.003585725000000, 0, 0, 0, 1, 0, 1
0.003586125000000, 1, 0, 0, 1, 0, 1
0.003586525000000, 0, 0, 1, 1, 0, 1
0.003586925000000, 1, 0, 1, 1, 0, 1
0.003587325000000, 0, 0, 1, 1, 0, 1
0.003587725000000, 1, 0, 1, 1, 0, 1
0.003588125000000, 0, 0, 1, 1, 0, 1
0.003588525000000, 1, 0, 1, 1, 0, 1
0.003588925000000, 0, 0, 1, 1, 0, 1
0.003589325000000, 1, 0, 1, 1, 0, 1
0.003589725000000, 0, 0, 1, 1, 0, 1
0.003589750000000, 0, 0, 0, 1, 0, 1
0.003590125000000, 1, 0, 0, 1, 0, 1
0.003590550000000, 0, 0, 1, 1, 0, 1
0.003590950000000, 1, 0, 1, 1, 0, 1
0.003591350000000, 0, 0, 1, 1, 0, 1
0.003591750000000, 1, 0, 1, 1, 0, 1
0.003592150000000, 0, 0, 0, 1, 0, 1
0.003592550000000, 1, 0, 0, 1, 0, 1
0.003592950000000, 0, 0, 0, 1, 0, 1
0.003593350000000, 1, 0, 0, 1, 0, 1
0.003593750000000, 0, 0, 0, 1, 0, 1
0.003594150000000, 1, 0, 0, 1, 0, 1
0.003594550000000, 0, 0, 1, 1, 0, 1
0.003594950000000, 1, 0, 1, 1, 0, 1
0.003595350000000, 0, 0, 1, 1, 0, 1
0.003595375000000, 0, 0, 0, 1, 0, 1
0.003595750000000, 1, 0, 0, 1, 0, 1
0.003596175000000, 0, 0, 0, 1, 0, 1
0.003596575000000, 1, 0, 0, 1, 0, 1
0.003596975000000, 0, 0, 1, 1, 0, 1
0.003597375000000, 1, 0, 1, 1, 0, 1
0.003597775000000, 0, 0, 1, 1, 0, 1
0.003598175000000, 1, 0, 1, 1, 0, 1
0.003598575000000, 0, 0, 0, 1, 0, 1
0.003598975000000, 1, 0, 0, 1, 0, 1
0.003599375000000, 0, 0, 1, 1, 0, 1
0.003599775000000, 1, 0, 1, 1, 0, 1
0.003600175000000, 0, 0, 1, 1, 0, 1
0.003600575000000, 1, 0, 1, 1, 0, 1
0.003600975000000, 0, 0, 1, 1, 0, 1
0.003601375000000, 1, 0, 1, 1, 0, 1
0.003601775000000, 0, 0, 1, 1, 0, 1
0.003602175000000, 1, 0, 1, 1, 0, 1
0.003602600000000, 0, 0, 0, 1, 0, 1
0.003603000000000, 1, 0, 0, 1, 0, 1
0.003603400000000, 0, 0, 1, 1, 0, 1
0.003603800000000, 1, 0, 1, 1, 0, 1
0.003604200000000, 0, 0, 1, 1, 0, 1
0.003604600000000, 1, 0, 1, 1, 0, 1
0.003605000000000, 0, 0, 0, 1, 0, 1
0.003605400000000, 1, 0, 0, 1, 0, 1
0.003605800000000, 0, 0, 0, 1, 0, 1
0.003606200000000, 1, 0, 0, 1, 0, 1
0.003606600000000, 0, 0, 0, 1, 0, 1
0.003607000000000, 1, 0, 0, 1, 0, 1
0.003607400000000, 0, 0, 1, 1, 0, 1
0.003607800000000, 1, 0, 1, 1, 0, 1
0.003608200000000, 0, 0, 1, 1, 0, 1
0.003608600000000, 1, 0, 1, 1, 0, 1
0.003609025000000, 0, 0, 0, 1, 0, 1
0.003609425000000, 1, 0, 0, 1, 0, 1
0.003609825000000, 0, 0, 1, 1, 0, 1
0.003610225000000, 1, 0, 1, 1, 0, 1
0.003610625000000, 0, 0, 1, 1, 0, 1
0.003611025000000, 1, 0, 1, 1, 0, 1
0.003611425000000, 0, 0, 1, 1, 0, 1
0.003611825000000, 1, 0, 1, 1, 0, 1
0.003612225000000, 0, 0, 0, 1, 0, 1
0.003612625000000, 1, 0, 0, 1, 0, 1
0.003613025000000, 0, 0, 1, 1, 0, 1
0.003613425000000, 1, 0, 1, 1, 0, 1
0.003613825000000, 0, 0, 0, 1, 0, 1
0.003614225000000, 1, 0, 0, 1, 0, 1
0.003614625000000, 0, 0, 0, 1, 0, 1
0.003614650000000, 0, 0, 1, 1, 0, 1
0.003615025000000, 1, 0, 1, 1, 0, 1
0.003615450000000, 0, 0, 0, 1, 0, 1
0.003615850000000, 1, 0, 0, 1, 0, 1
0.003616250000000, 0, 0, 1, 1, 0, 1
0.003616650000000, 1, 0, 1, 1, 0, 1
0.003617050000000, 0, 0, 1, 1, 0, 1
0.003617450000000, 1, 0, 1, 1, 0, 1
0.003617850000000, 0, 0, 1, 1, 0, 1
0.003618250000000, 1, 0, 1, 1, 0, 1
0.003618650000000, 0, 0, 0, 1, 0, 1
0.003619050000000, 1, 0, 0, 1, 0, 1
0.003619450000000, 0, 0, 0, 1, 0, 1
0.003619850000000, 1, 0, 0, 1, 0, 1
0.003620250000000, 0, 0, 0, 1, 0, 1
0.003620650000000, 1, 0, 0, 1, 0, 1
0.003621050000000, 0, 0, 0, 1, 0, 1
0.003621450000000, 1, 0, 0, 1, 0, 1
0.003621875000000, 0, 0, 0, 1, 0, 1
0.003622275000000, 1, 0, 0, 1, 0, 1
0.003622675000000, 0, 0, 0, 1, 0, 1
0.003623075000000, 1, 0, 0, 1, 0, 1
0.003623475000000, 0, 0, 1, 1, 0, 1
0.003623875000000, 1, 0, 1, 1, 0, 1
0.003624275000000, 0, 0, 0, 1, 0, 1
0.003624675000000, 1, 0, 0, 1, 0, 1
0.003625075000000, 0, 0, 1, 1, 0, 1
0.003625475000000, 1, 0, 1, 1, 0, 1
0.003625875000000, 0, 0, 1, 1, 0, 1
0.003626275000000, 1, 0, 1, 1, 0, 1
0.003626675000000, 0, 0, 1, 1, 0, 1
0.003627075000000, 1, 0, 1, 1, 0, 1
0.003627475000000, 0, 0, 1, 1, 0, 1
0.003627500000000, 0, 0, 0, 1, 0, 1
0.003627875000000, 1, 0, 0, 1, 0, 1
0.003628300000000, 0, 0, 0, 1, 0, 1
0.003628700000000, 1, 0, 0, 1, 0, 1
0.003629100000000, 0, 0, 1, 1, 0, 1
0.003629500000000, 1, 0, 1, 1, 0, 1
0.003629900000000, 0, 0, 1, 1, 0, 1
0.003630300000000, 1, 0, 1, 1, 0, 1
0.003630700000000, 0, 0, 0, 1, 0, 1
0.003631100000000, 1, 0, 0, 1, 0, 1
0.003631500000000, 0, 0, 1, 1, 0, 1
0.003631900000000, 1, 0, 1, 1, 0, 1
0.003632300000000, 0, 0, 1, 1, 0, 1
0.003632700000000, 1, 0, 1, 1, 0, 1
0.003633100000000, 0, 0, 1, 1, 0, 1
0.003633500000000, 1, 0, 1, 1, 0, 1
0.003633900000000, 0, 0, 1, 1, 0, 1
0.003633925000000, 0, 0, 0, 1, 0, 1
0.003634300000000, 1, 0, 0, 1, 0, 1
0.003634725000000, 0, 0, 0, 1, 0, 1
0.003635100000000, 1, 0, 0, 1, 0, 1
0.003635525000000, 0, 0, 1, 1, 0, 1
0.003635925000000, 1, 0, 1, 1, 0, 1
0.003636325000000, 0, 0, 1, 1, 0, 1
0.003636725000000, 1, 0, 1, 1, 0, 1
0.003637125000000, 0, 0, 0, 1, 0, 1
0.003637525000000, 1, 0, 0, 1, 0, 1
0.003637925000000, 0, 0, 0, 1, 0, 1
0.003638325000000, 1, 0, 0, 1, 0, 1
0.003638725000000, 0, 0, 0, 1, 0, 1
0.003639125000000, 1, 0, 0, 1, 0, 1
0.003639525000000, 0, 0, 1, 1, 0, 1
0.003639925000000, 1, 0, 1, 1, 0, 1
0.003640325000000, 0, 0, 1, 1, 0, 1
0.003640725000000, 1, 0, 1, 1, 0, 1
0.003641125000000, 0, 0, 0, 1, 0, 1
0.003641525000000, 1, 0, 0, 1, 0, 1
0.003641925000000, 0, 0, 1, 1, 0, 1
0.003642325000000, 1, 0, 1, 1, 0, 1
0.003642725000000, 0, 0, 1, 1, 0, 1
0.003643125000000, 1, 0, 1, 1, 0, 1
0.003643525000000, 0, 0, 0, 1, 0, 1
0.003643925000000, 1, 0, 0, 1, 0, 1
0.003644325000000, 0, 0, 0, 1, 0, 1
0.003644725000000, 1, 0, 0, 1, 0, 1
0.003645125000000, 0, 0, 1, 1, 0, 1
0.003645500000000, 1, 0, 1, 1, 0, 1
0.003645900000000, 0, 0, 0, 1, 0, 1
0.003646300000000, 1, 0, 0, 1, 0, 1
0.003646700000000, 0, 0, 0, 1, 0, 1
0.003647100000000, 1, 0, 0, 1, 0, 1
0.003647475000000, 0, 0, 0, 1, 0, 1
0.003647875000000, 1, 0, 0, 1, 0, 1
